draw_size,best_of,rel_match_elo_pre,rel_serve_elo_pre,rel_return_elo_pre,rel_rank_points,rel_age,rel_ht,rel_ace_rate_52w,rel_df_rate_52w,rel_1stIn_pct_52w,rel_1stWon_pct_52w,rel_2ndWon_pct_52w,rel_bp_saved_pct_52w,rel_bp_converted_pct_52w,rel_career_matches,rel_surface_matches,rel_h2h_win_diff,h2h_matches,rel_return_elo_x_clay,rel_serve_elo_x_grass,surface=CLAY,surface=GRASS,surface=HARD,tourney_level=A,tourney_level=C,tourney_level=D,tourney_level=F,tourney_level=G,tourney_level=M,tourney_level=O,round=0,round=1,round=2,round=3,round=4,round=5,round=6,round=7,target
32.0,3,-67.43374207653642,-17.264819615777242,8.34720509374165,,-2.3999999999999986,-0.0,-0.0298684597958092,0.014298762716855,0.060854620732755,-0.0681598187622285,0.0029000476720165,0.0040840738209159,-0.0207695036604638,-12.0,-7.0,0,0,0.0,-0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
32.0,3,87.6758276814528,20.141501494795648,-8.190715921247602,318.0,-4.300000000000001,-2.0,-0.0048338335725781,-0.0257432902692592,0.0252729566314325,0.0286799371398638,0.0205448609703928,0.0077896786757546,0.002997171037541,16.0,12.0,0,0,-0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
32.0,3,11.574239293350274,17.47457940728009,-13.981464497573144,581.0,1.7000000000000028,0.0,0.0766814204314204,-0.0202228327228327,0.0433989621489622,0.0574293966008681,0.0002972042950376,0.0310977443609022,-0.04074642406971,23.0,7.0,0,0,-0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
32.0,3,41.25763592898693,-10.34513543893854,8.71076833243933,481.0,-2.599999999999998,-3.0,-0.0183986916130665,-0.0151513738395893,0.0839254605835112,-0.0319963124406718,0.0008925712455971,-0.0014430122881514,0.0101946246524559,-28.0,-15.0,0,0,0.0,-0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
32.0,3,36.09574091843024,27.30113992835163,-24.113311986951885,470.0,10.1,-3.0,0.0392448621763141,0.0087946341599176,0.0023248925519945,0.0208056900488314,-0.0240874599920883,-0.0091879486152613,-0.0210564980438385,49.0,35.0,0,0,-0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
32.0,3,-128.17713181763725,-4.26789057765609,-15.368772960589922,80.0,4.699999999999999,-10.0,-0.0455863004139093,-0.0118270715754441,-0.0355085835676766,-0.0255614760137967,0.0173956366756449,-0.0218559899351646,-0.0267866840447484,26.0,9.0,0,0,-0.0,-0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
32.0,3,1.143646210815632,3.0640651117200832,-7.9306050969139505,-1197.0,-4.600000000000001,-3.0,0.0081249686182348,0.02029343940472,-0.04727992044646,-0.0048020505926495,-0.0203555086826252,-0.0029836436227301,-0.0252166739655155,11.0,7.0,-1,1,-0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
32.0,3,142.21798780306585,21.03162735642468,5.310309492371516,727.0,-5.899999999999999,10.0,-0.0026384749348387,-0.0074182124197903,-0.0171043865493178,0.0325123960522512,0.0179252886798038,0.0143432855223816,0.0333478121477252,25.0,30.0,1,1,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
32.0,3,-142.86947742844563,-24.028678638733027,-1.2393030374294085,112.0,14.900000000000002,-3.0,-0.0378520802984385,-0.0048931079266466,0.0006340693119492,-0.0581766659176589,-0.0049552896857766,0.0152344414526981,-0.0229283990345937,-12.0,-15.0,0,0,-0.0,-0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
32.0,3,-33.25887873829538,-0.2118596088132562,-8.963721500666452,-413.0,5.5,4.0,-0.0374274957302665,0.0149488037979651,-0.0539881069991148,-0.0228899172857647,-0.0447085455574419,-0.009789156626506,-0.0009774716067771,-3.0,15.0,0,0,-0.0,-0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
